id,unique_id,raceid,racetype,racetypeid,ballotorder,candidateid,description,delegatecount,electiondate,fipscode,first,incumbent,initialization_data,is_ballot_measure,last,lastupdated,level,national,officeid,officename,party,polid,polnum,precinctsreporting,precinctsreportingpct,precinctstotal,reportingunitid,reportingunitname,runoff,seatname,seatnum,statename,statepostal,test,uncontested,votecount,votepct,winner
41001-polid-1445-county-41025,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45047,Bernie,False,False,False,Sanders,2016-02-28T01:29:35Z,county,True,P,President,Dem,1445,44201,49,100.0,49,county-41025,Greenwood,False,,,South Carolina,SC,False,False,983,0.211945,False
41001-polid-64569-county-41025,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45047,Willie,False,False,False,Wilson,2016-02-28T01:29:35Z,county,True,P,President,Dem,64569,44220,49,100.0,49,county-41025,Greenwood,False,,,South Carolina,SC,False,False,56,0.012074,False
41001-polid-22603-county-41025,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45047,Martin,False,False,False,O'Malley,2016-02-28T01:29:35Z,county,True,P,President,Dem,22603,44202,49,100.0,49,county-41025,Greenwood,False,,,South Carolina,SC,False,False,11,0.002372,False
41001-polid-1746-county-41026,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45049,Hillary,False,False,False,Clinton,2016-02-28T01:54:13Z,county,True,P,President,Dem,1746,44200,18,100.0,18,county-41026,Hampton,False,,,South Carolina,SC,False,False,1930,0.879672,True
41001-polid-1445-county-41026,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45049,Bernie,False,False,False,Sanders,2016-02-28T01:54:13Z,county,True,P,President,Dem,1445,44201,18,100.0,18,county-41026,Hampton,False,,,South Carolina,SC,False,False,241,0.109845,False
41001-polid-64569-county-41026,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45049,Willie,False,False,False,Wilson,2016-02-28T01:54:13Z,county,True,P,President,Dem,64569,44220,18,100.0,18,county-41026,Hampton,False,,,South Carolina,SC,False,False,15,0.006837,False
41001-polid-22603-county-41026,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45049,Martin,False,False,False,O'Malley,2016-02-28T01:54:13Z,county,True,P,President,Dem,22603,44202,18,100.0,18,county-41026,Hampton,False,,,South Carolina,SC,False,False,8,0.003646,False
41001-polid-1746-county-41027,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45051,Hillary,False,False,False,Clinton,2016-02-28T02:43:17Z,county,True,P,President,Dem,1746,44200,122,100.0,122,county-41027,Horry,False,,,South Carolina,SC,False,False,11294,0.672382,True
41001-polid-1445-county-41027,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45051,Bernie,False,False,False,Sanders,2016-02-28T02:43:17Z,county,True,P,President,Dem,1445,44201,122,100.0,122,county-41027,Horry,False,,,South Carolina,SC,False,False,5449,0.324403,False
41001-polid-22603-county-41027,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45051,Martin,False,False,False,O'Malley,2016-02-28T02:43:17Z,county,True,P,President,Dem,22603,44202,122,100.0,122,county-41027,Horry,False,,,South Carolina,SC,False,False,37,0.002203,False
41001-polid-64569-county-41027,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45051,Willie,False,False,False,Wilson,2016-02-28T02:43:17Z,county,True,P,President,Dem,64569,44220,122,100.0,122,county-41027,Horry,False,,,South Carolina,SC,False,False,17,0.001012,False
41001-polid-1746-county-41028,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45053,Hillary,False,False,False,Clinton,2016-02-28T01:14:14Z,county,True,P,President,Dem,1746,44200,15,100.0,15,county-41028,Jasper,False,,,South Carolina,SC,False,False,2194,0.850717,True
41001-polid-1445-county-41028,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45053,Bernie,False,False,False,Sanders,2016-02-28T01:14:14Z,county,True,P,President,Dem,1445,44201,15,100.0,15,county-41028,Jasper,False,,,South Carolina,SC,False,False,355,0.13765,False
41001-polid-64569-county-41028,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45053,Willie,False,False,False,Wilson,2016-02-28T01:14:14Z,county,True,P,President,Dem,64569,44220,15,100.0,15,county-41028,Jasper,False,,,South Carolina,SC,False,False,19,0.007367,False
41001-polid-22603-county-41028,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45053,Martin,False,False,False,O'Malley,2016-02-28T01:14:14Z,county,True,P,President,Dem,22603,44202,15,100.0,15,county-41028,Jasper,False,,,South Carolina,SC,False,False,11,0.004265,False
41001-polid-1746-county-41029,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45055,Hillary,False,False,False,Clinton,2016-02-28T01:54:13Z,county,True,P,President,Dem,1746,44200,34,100.0,34,county-41029,Kershaw,False,,,South Carolina,SC,False,False,3743,0.771275,True
41001-polid-1445-county-41029,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45055,Bernie,False,False,False,Sanders,2016-02-28T01:54:13Z,county,True,P,President,Dem,1445,44201,34,100.0,34,county-41029,Kershaw,False,,,South Carolina,SC,False,False,1086,0.223779,False
41001-polid-64569-county-41029,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45055,Willie,False,False,False,Wilson,2016-02-28T01:54:13Z,county,True,P,President,Dem,64569,44220,34,100.0,34,county-41029,Kershaw,False,,,South Carolina,SC,False,False,13,0.002679,False
41001-polid-22603-county-41029,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45055,Martin,False,False,False,O'Malley,2016-02-28T01:54:13Z,county,True,P,President,Dem,22603,44202,34,100.0,34,county-41029,Kershaw,False,,,South Carolina,SC,False,False,11,0.002267,False
41001-polid-1746-county-41030,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45057,Hillary,False,False,False,Clinton,2016-02-28T01:41:54Z,county,True,P,President,Dem,1746,44200,35,100.0,35,county-41030,Lancaster,False,,,South Carolina,SC,False,False,3332,0.730061,True
41001-polid-1445-county-41030,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45057,Bernie,False,False,False,Sanders,2016-02-28T01:41:54Z,county,True,P,President,Dem,1445,44201,35,100.0,35,county-41030,Lancaster,False,,,South Carolina,SC,False,False,1213,0.265776,False
41001-polid-22603-county-41030,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45057,Martin,False,False,False,O'Malley,2016-02-28T01:41:54Z,county,True,P,President,Dem,22603,44202,35,100.0,35,county-41030,Lancaster,False,,,South Carolina,SC,False,False,13,0.002848,False
41001-polid-64569-county-41030,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45057,Willie,False,False,False,Wilson,2016-02-28T01:41:54Z,county,True,P,President,Dem,64569,44220,35,100.0,35,county-41030,Lancaster,False,,,South Carolina,SC,False,False,6,0.001315,False
41001-polid-1746-county-41031,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45059,Hillary,False,False,False,Clinton,2016-02-28T01:29:35Z,county,True,P,President,Dem,1746,44200,34,100.0,34,county-41031,Laurens,False,,,South Carolina,SC,False,False,2952,0.784272,True
41001-polid-1445-county-41031,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45059,Bernie,False,False,False,Sanders,2016-02-28T01:29:35Z,county,True,P,President,Dem,1445,44201,34,100.0,34,county-41031,Laurens,False,,,South Carolina,SC,False,False,799,0.212274,False
41001-polid-64569-county-41031,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45059,Willie,False,False,False,Wilson,2016-02-28T01:29:35Z,county,True,P,President,Dem,64569,44220,34,100.0,34,county-41031,Laurens,False,,,South Carolina,SC,False,False,8,0.002125,False
41001-polid-22603-county-41031,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45059,Martin,False,False,False,O'Malley,2016-02-28T01:29:35Z,county,True,P,President,Dem,22603,44202,34,100.0,34,county-41031,Laurens,False,,,South Carolina,SC,False,False,5,0.001328,False
41001-polid-1746-county-41032,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45061,Hillary,False,False,False,Clinton,2016-02-28T01:57:17Z,county,True,P,President,Dem,1746,44200,22,100.0,22,county-41032,Lee,False,,,South Carolina,SC,False,False,2207,0.876489,True
41001-polid-1445-county-41032,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45061,Bernie,False,False,False,Sanders,2016-02-28T01:57:17Z,county,True,P,President,Dem,1445,44201,22,100.0,22,county-41032,Lee,False,,,South Carolina,SC,False,False,288,0.114376,False
41001-polid-64569-county-41032,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45061,Willie,False,False,False,Wilson,2016-02-28T01:57:17Z,county,True,P,President,Dem,64569,44220,22,100.0,22,county-41032,Lee,False,,,South Carolina,SC,False,False,16,0.006354,False
41001-polid-22603-county-41032,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45061,Martin,False,False,False,O'Malley,2016-02-28T01:57:17Z,county,True,P,President,Dem,22603,44202,22,100.0,22,county-41032,Lee,False,,,South Carolina,SC,False,False,7,0.00278,False
41001-polid-1746-county-41033,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45063,Hillary,False,False,False,Clinton,2016-02-28T02:28:01Z,county,True,P,President,Dem,1746,44200,97,100.0,97,county-41033,Lexington,False,,,South Carolina,SC,False,False,8810,0.609478,True
41001-polid-1445-county-41033,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45063,Bernie,False,False,False,Sanders,2016-02-28T02:28:01Z,county,True,P,President,Dem,1445,44201,97,100.0,97,county-41033,Lexington,False,,,South Carolina,SC,False,False,5584,0.386302,False
41001-polid-64569-county-41033,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45063,Willie,False,False,False,Wilson,2016-02-28T02:28:01Z,county,True,P,President,Dem,64569,44220,97,100.0,97,county-41033,Lexington,False,,,South Carolina,SC,False,False,35,0.002421,False
41001-polid-22603-county-41033,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45063,Martin,False,False,False,O'Malley,2016-02-28T02:28:01Z,county,True,P,President,Dem,22603,44202,97,100.0,97,county-41033,Lexington,False,,,South Carolina,SC,False,False,26,0.001799,False
41001-polid-1746-county-41034,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45065,Hillary,False,False,False,Clinton,2016-02-28T01:17:18Z,county,True,P,President,Dem,1746,44200,11,100.0,11,county-41034,McCormick,False,,,South Carolina,SC,False,False,973,0.850524,True
41001-polid-1445-county-41034,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45065,Bernie,False,False,False,Sanders,2016-02-28T01:17:18Z,county,True,P,President,Dem,1445,44201,11,100.0,11,county-41034,McCormick,False,,,South Carolina,SC,False,False,162,0.141608,False
41001-polid-22603-county-41034,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45065,Martin,False,False,False,O'Malley,2016-02-28T01:17:18Z,county,True,P,President,Dem,22603,44202,11,100.0,11,county-41034,McCormick,False,,,South Carolina,SC,False,False,5,0.004371,False
41001-polid-64569-county-41034,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45065,Willie,False,False,False,Wilson,2016-02-28T01:17:18Z,county,True,P,President,Dem,64569,44220,11,100.0,11,county-41034,McCormick,False,,,South Carolina,SC,False,False,4,0.003497,False
41001-polid-1746-county-41035,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45067,Hillary,False,False,False,Clinton,2016-02-28T01:23:26Z,county,True,P,President,Dem,1746,44200,17,100.0,17,county-41035,Marion,False,,,South Carolina,SC,False,False,3359,0.853838,True
41001-polid-1445-county-41035,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45067,Bernie,False,False,False,Sanders,2016-02-28T01:23:26Z,county,True,P,President,Dem,1445,44201,17,100.0,17,county-41035,Marion,False,,,South Carolina,SC,False,False,552,0.140315,False
41001-polid-64569-county-41035,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45067,Willie,False,False,False,Wilson,2016-02-28T01:23:26Z,county,True,P,President,Dem,64569,44220,17,100.0,17,county-41035,Marion,False,,,South Carolina,SC,False,False,13,0.003305,False
41001-polid-22603-county-41035,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45067,Martin,False,False,False,O'Malley,2016-02-28T01:23:26Z,county,True,P,President,Dem,22603,44202,17,100.0,17,county-41035,Marion,False,,,South Carolina,SC,False,False,10,0.002542,False
41001-polid-1746-county-41036,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45069,Hillary,False,False,False,Clinton,2016-02-28T02:21:52Z,county,True,P,President,Dem,1746,44200,16,100.0,16,county-41036,Marlboro,False,,,South Carolina,SC,False,False,2132,0.889816,True
41001-polid-1445-county-41036,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45069,Bernie,False,False,False,Sanders,2016-02-28T02:21:52Z,county,True,P,President,Dem,1445,44201,16,100.0,16,county-41036,Marlboro,False,,,South Carolina,SC,False,False,252,0.105175,False
41001-polid-22603-county-41036,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45069,Martin,False,False,False,O'Malley,2016-02-28T02:21:52Z,county,True,P,President,Dem,22603,44202,16,100.0,16,county-41036,Marlboro,False,,,South Carolina,SC,False,False,8,0.003339,False
41001-polid-64569-county-41036,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45069,Willie,False,False,False,Wilson,2016-02-28T02:21:52Z,county,True,P,President,Dem,64569,44220,16,100.0,16,county-41036,Marlboro,False,,,South Carolina,SC,False,False,4,0.001669,False
41001-polid-1746-county-41037,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45071,Hillary,False,False,False,Clinton,2016-02-28T01:35:44Z,county,True,P,President,Dem,1746,44200,30,100.0,30,county-41037,Newberry,False,,,South Carolina,SC,False,False,2118,0.809633,True
41001-polid-1445-county-41037,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45071,Bernie,False,False,False,Sanders,2016-02-28T01:35:44Z,county,True,P,President,Dem,1445,44201,30,100.0,30,county-41037,Newberry,False,,,South Carolina,SC,False,False,469,0.179281,False
41001-polid-64569-county-41037,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45071,Willie,False,False,False,Wilson,2016-02-28T01:35:44Z,county,True,P,President,Dem,64569,44220,30,100.0,30,county-41037,Newberry,False,,,South Carolina,SC,False,False,20,0.007645,False
41001-polid-22603-county-41037,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45071,Martin,False,False,False,O'Malley,2016-02-28T01:35:44Z,county,True,P,President,Dem,22603,44202,30,100.0,30,county-41037,Newberry,False,,,South Carolina,SC,False,False,9,0.00344,False
41001-polid-1746-county-41038,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45073,Hillary,False,False,False,Clinton,2016-02-28T01:17:18Z,county,True,P,President,Dem,1746,44200,32,100.0,32,county-41038,Oconee,False,,,South Carolina,SC,False,False,1960,0.596288,True
41001-polid-1445-county-41038,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45073,Bernie,False,False,False,Sanders,2016-02-28T01:17:18Z,county,True,P,President,Dem,1445,44201,32,100.0,32,county-41038,Oconee,False,,,South Carolina,SC,False,False,1303,0.39641,False
41001-polid-64569-county-41038,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45073,Willie,False,False,False,Wilson,2016-02-28T01:17:18Z,county,True,P,President,Dem,64569,44220,32,100.0,32,county-41038,Oconee,False,,,South Carolina,SC,False,False,12,0.003651,False
41001-polid-22603-county-41038,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45073,Martin,False,False,False,O'Malley,2016-02-28T01:17:18Z,county,True,P,President,Dem,22603,44202,32,100.0,32,county-41038,Oconee,False,,,South Carolina,SC,False,False,12,0.003651,False
41001-polid-1746-county-41039,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45075,Hillary,False,False,False,Clinton,2016-02-28T02:00:21Z,county,True,P,President,Dem,1746,44200,54,100.0,54,county-41039,Orangeburg,False,,,South Carolina,SC,False,False,11819,0.88678,True
41001-polid-1445-county-41039,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45075,Bernie,False,False,False,Sanders,2016-02-28T02:00:21Z,county,True,P,President,Dem,1445,44201,54,100.0,54,county-41039,Orangeburg,False,,,South Carolina,SC,False,False,1460,0.109544,False
41001-polid-64569-county-41039,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45075,Willie,False,False,False,Wilson,2016-02-28T02:00:21Z,county,True,P,President,Dem,64569,44220,54,100.0,54,county-41039,Orangeburg,False,,,South Carolina,SC,False,False,34,0.002551,False
41001-polid-22603-county-41039,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45075,Martin,False,False,False,O'Malley,2016-02-28T02:00:21Z,county,True,P,President,Dem,22603,44202,54,100.0,54,county-41039,Orangeburg,False,,,South Carolina,SC,False,False,15,0.001125,False
41001-polid-1746-county-41040,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45077,Hillary,False,False,False,Clinton,2016-02-28T01:32:39Z,county,True,P,President,Dem,1746,44200,61,100.0,61,county-41040,Pickens,False,,,South Carolina,SC,False,False,2499,0.554717,True
41001-polid-1445-county-41040,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45077,Bernie,False,False,False,Sanders,2016-02-28T01:32:39Z,county,True,P,President,Dem,1445,44201,61,100.0,61,county-41040,Pickens,False,,,South Carolina,SC,False,False,1988,0.441287,False
41001-polid-64569-county-41040,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45077,Willie,False,False,False,Wilson,2016-02-28T01:32:39Z,county,True,P,President,Dem,64569,44220,61,100.0,61,county-41040,Pickens,False,,,South Carolina,SC,False,False,10,0.00222,False
41001-polid-22603-county-41040,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45077,Martin,False,False,False,O'Malley,2016-02-28T01:32:39Z,county,True,P,President,Dem,22603,44202,61,100.0,61,county-41040,Pickens,False,,,South Carolina,SC,False,False,8,0.001776,False
41001-polid-1746-county-41041,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45079,Hillary,False,False,False,Clinton,2016-02-28T02:58:34Z,county,True,P,President,Dem,1746,44200,151,100.0,151,county-41041,Richland,False,,,South Carolina,SC,False,False,39243,0.757616,True
41001-polid-1445-county-41041,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45079,Bernie,False,False,False,Sanders,2016-02-28T02:58:34Z,county,True,P,President,Dem,1445,44201,151,100.0,151,county-41041,Richland,False,,,South Carolina,SC,False,False,12318,0.237808,False
41001-polid-64569-county-41041,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45079,Willie,False,False,False,Wilson,2016-02-28T02:58:34Z,county,True,P,President,Dem,64569,44220,151,100.0,151,county-41041,Richland,False,,,South Carolina,SC,False,False,178,0.003436,False
41001-polid-22603-county-41041,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45079,Martin,False,False,False,O'Malley,2016-02-28T02:58:34Z,county,True,P,President,Dem,22603,44202,151,100.0,151,county-41041,Richland,False,,,South Carolina,SC,False,False,59,0.001139,False
41001-polid-1746-county-41042,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45081,Hillary,False,False,False,Clinton,2016-02-28T01:57:17Z,county,True,P,President,Dem,1746,44200,18,100.0,18,county-41042,Saluda,False,,,South Carolina,SC,False,False,1023,0.837152,True
41001-polid-1445-county-41042,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45081,Bernie,False,False,False,Sanders,2016-02-28T01:57:17Z,county,True,P,President,Dem,1445,44201,18,100.0,18,county-41042,Saluda,False,,,South Carolina,SC,False,False,192,0.157119,False
41001-polid-64569-county-41042,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45081,Willie,False,False,False,Wilson,2016-02-28T01:57:17Z,county,True,P,President,Dem,64569,44220,18,100.0,18,county-41042,Saluda,False,,,South Carolina,SC,False,False,6,0.00491,False
41001-polid-22603-county-41042,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45081,Martin,False,False,False,O'Malley,2016-02-28T01:57:17Z,county,True,P,President,Dem,22603,44202,18,100.0,18,county-41042,Saluda,False,,,South Carolina,SC,False,False,1,0.000818,False
41001-polid-1746-county-41043,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45083,Hillary,False,False,False,Clinton,2016-02-28T02:06:31Z,county,True,P,President,Dem,1746,44200,93,100.0,93,county-41043,Spartanburg,False,,,South Carolina,SC,False,False,10662,0.703391,True
41001-polid-1445-county-41043,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45083,Bernie,False,False,False,Sanders,2016-02-28T02:06:31Z,county,True,P,President,Dem,1445,44201,93,100.0,93,county-41043,Spartanburg,False,,,South Carolina,SC,False,False,4447,0.293376,False
41001-polid-64569-county-41043,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45083,Willie,False,False,False,Wilson,2016-02-28T02:06:31Z,county,True,P,President,Dem,64569,44220,93,100.0,93,county-41043,Spartanburg,False,,,South Carolina,SC,False,False,27,0.001781,False
41001-polid-22603-county-41043,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45083,Martin,False,False,False,O'Malley,2016-02-28T02:06:31Z,county,True,P,President,Dem,22603,44202,93,100.0,93,county-41043,Spartanburg,False,,,South Carolina,SC,False,False,22,0.001451,False
41001-polid-1746-county-41044,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45085,Hillary,False,False,False,Clinton,2016-02-28T01:41:54Z,county,True,P,President,Dem,1746,44200,58,100.0,58,county-41044,Sumter,False,,,South Carolina,SC,False,False,9816,0.866067,True
41001-polid-1445-county-41044,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45085,Bernie,False,False,False,Sanders,2016-02-28T01:41:54Z,county,True,P,President,Dem,1445,44201,58,100.0,58,county-41044,Sumter,False,,,South Carolina,SC,False,False,1441,0.12714,False
41001-polid-64569-county-41044,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45085,Willie,False,False,False,Wilson,2016-02-28T01:41:54Z,county,True,P,President,Dem,64569,44220,58,100.0,58,county-41044,Sumter,False,,,South Carolina,SC,False,False,39,0.003441,False
41001-polid-22603-county-41044,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45085,Martin,False,False,False,O'Malley,2016-02-28T01:41:54Z,county,True,P,President,Dem,22603,44202,58,100.0,58,county-41044,Sumter,False,,,South Carolina,SC,False,False,38,0.003353,False
41001-polid-1746-county-41045,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45087,Hillary,False,False,False,Clinton,2016-02-28T01:41:54Z,county,True,P,President,Dem,1746,44200,23,100.0,23,county-41045,Union,False,,,South Carolina,SC,False,False,1690,0.833744,True
41001-polid-1445-county-41045,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45087,Bernie,False,False,False,Sanders,2016-02-28T01:41:54Z,county,True,P,President,Dem,1445,44201,23,100.0,23,county-41045,Union,False,,,South Carolina,SC,False,False,332,0.163789,False
41001-polid-64569-county-41045,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45087,Willie,False,False,False,Wilson,2016-02-28T01:41:54Z,county,True,P,President,Dem,64569,44220,23,100.0,23,county-41045,Union,False,,,South Carolina,SC,False,False,3,0.00148,False
41001-polid-22603-county-41045,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45087,Martin,False,False,False,O'Malley,2016-02-28T01:41:54Z,county,True,P,President,Dem,22603,44202,23,100.0,23,county-41045,Union,False,,,South Carolina,SC,False,False,2,0.000987,False
41001-polid-1746-county-41046,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45089,Hillary,False,False,False,Clinton,2016-02-28T01:41:54Z,county,True,P,President,Dem,1746,44200,28,100.0,28,county-41046,Williamsburg,False,,,South Carolina,SC,False,False,4609,0.885155,True
41001-polid-1445-county-41046,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45089,Bernie,False,False,False,Sanders,2016-02-28T01:41:54Z,county,True,P,President,Dem,1445,44201,28,100.0,28,county-41046,Williamsburg,False,,,South Carolina,SC,False,False,557,0.106971,False
41001-polid-64569-county-41046,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45089,Willie,False,False,False,Wilson,2016-02-28T01:41:54Z,county,True,P,President,Dem,64569,44220,28,100.0,28,county-41046,Williamsburg,False,,,South Carolina,SC,False,False,31,0.005954,False
41001-polid-22603-county-41046,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45089,Martin,False,False,False,O'Malley,2016-02-28T01:41:54Z,county,True,P,President,Dem,22603,44202,28,100.0,28,county-41046,Williamsburg,False,,,South Carolina,SC,False,False,10,0.00192,False
41001-polid-1746-county-41047,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45091,Hillary,False,False,False,Clinton,2016-02-28T02:46:22Z,county,True,P,President,Dem,1746,44200,95,100.0,95,county-41047,York,False,,,South Carolina,SC,False,False,8895,0.634994,True
41001-polid-1445-county-41047,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45091,Bernie,False,False,False,Sanders,2016-02-28T02:46:22Z,county,True,P,President,Dem,1445,44201,95,100.0,95,county-41047,York,False,,,South Carolina,SC,False,False,5058,0.361079,False
41001-polid-22603-county-41047,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45091,Martin,False,False,False,O'Malley,2016-02-28T02:46:22Z,county,True,P,President,Dem,22603,44202,95,100.0,95,county-41047,York,False,,,South Carolina,SC,False,False,32,0.002284,False
41001-polid-64569-county-41047,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45091,Willie,False,False,False,Wilson,2016-02-28T02:46:22Z,county,True,P,President,Dem,64569,44220,95,100.0,95,county-41047,York,False,,,South Carolina,SC,False,False,23,0.001642,False
41001-polid-1746-county-41048,polid-1746,41001,Primary,D,1,47860,,0,2016-02-27,45015,Hillary,False,False,False,Clinton,2016-02-28T01:48:03Z,county,True,P,President,Dem,1746,44200,78,100.0,78,county-41048,Berkeley,False,,,South Carolina,SC,False,False,9471,0.719736,True
41001-polid-1445-county-41048,polid-1445,41001,Primary,D,3,47863,,0,2016-02-27,45015,Bernie,False,False,False,Sanders,2016-02-28T01:48:03Z,county,True,P,President,Dem,1445,44201,78,100.0,78,county-41048,Berkeley,False,,,South Carolina,SC,False,False,3584,0.272361,False
41001-polid-64569-county-41048,polid-64569,41001,Primary,D,4,47866,,0,2016-02-27,45015,Willie,False,False,False,Wilson,2016-02-28T01:48:03Z,county,True,P,President,Dem,64569,44220,78,100.0,78,county-41048,Berkeley,False,,,South Carolina,SC,False,False,79,0.006003,False
41001-polid-22603-county-41048,polid-22603,41001,Primary,D,2,47867,,0,2016-02-27,45015,Martin,False,False,False,O'Malley,2016-02-28T01:48:03Z,county,True,P,President,Dem,22603,44202,78,100.0,78,county-41048,Berkeley,False,,,South Carolina,SC,False,False,25,0.0019,False
